Gene_ID,Sample_con-1,Sample_con-2,Sample_con-3,Sample_trt-1,Sample_trt-2,Sample_trt-3
pg_13001620,0,0,0,0,0,0
pg_13001623,6,3,4,3,5,2
pg_13001631,0,0,0,0,0,0
pg_13001633,1,0,0,0,0,0
pg_13001635,0,0,0,0,0,0
pg_13001636,129,105,166,224,182,169
pg_13001638,47,43,35,39,20,31
pg_13001639,0,0,0,0,0,0
pg_13001642,0,0,0,0,0,0
pg_13001643,0,0,0,0,0,0
pg_13001646,351,308,414,646,679,551
pg_13001647,0,0,0,0,0,0
pg_13001648,0,0,0,0,0,0
pg_13001650,0,0,0,0,0,0
pg_13001658,0,0,0,4,1,0
pg_13001661,0,0,0,1,2,2
pg_13001662,4,2,6,28,49,24
pg_13001663,15,21,20,35,38,28
pg_13001669,102,99,136,155,119,173
pg_13001670,0,0,0,1861,1744,2174
pg_13001674,88,70,102,161,165,106
pg_13001675,3,2,1,4,2,14
pg_13001676,0,0,0,0,0,0
pg_13001678,17,6,8,709,788,610
pg_13001679,0,19,3,15,15,19
pg_13001680,0,0,0,0,1,5
pg_13001681,403,304,377,515,534,676
pg_13001682,319,269,338,492,469,596
pg_13001683,0,0,0,0,0,0
pg_13001684,0,1,1,0,0,1
pg_13001686,90,101,116,222,243,247
pg_13001687,0,0,0,0,0,0
pg_13001689,325,325,333,195,222,183
pg_13001690,3,0,0,0,0,2
pg_13001691,8,4,2,36,67,77
pg_13001692,212,196,188,642,432,653
pg_13001693,9,16,13,143,102,152
pg_13001694,320,264,273,263,349,444
pg_13001695,0,0,0,1,0,3
pg_13001698,204,220,308,68,55,39
pg_13001699,0,0,0,0,0,1
pg_13001700,5,7,1,2,5,14
pg_13001701,28,26,31,23,15,23
pg_13001702,8,0,0,46,43,111
pg_13001703,36,9,15,167,175,137
pg_13001704,28,21,20,47,58,48
pg_13001705,1,0,0,0,2,0
pg_13001706,0,0,0,0,0,0
pg_13001708,0,1,1,3,2,0
pg_13001709,39,30,38,50,34,70
pg_13001710,11,23,29,89,93,78
pg_13001711,204,146,180,90,101,86
pg_13001712,1967,1527,1224,5,4,10
pg_13001715,346,288,328,273,277,339
pg_13001721,92,108,71,40,26,46
pg_13001730,0,0,0,2,0,14
pg_13001734,460,409,433,277,332,421
pg_13001735,40,44,35,28,33,63
pg_13001736,445,313,386,309,286,315
pg_13001737,211,164,212,116,118,155
pg_13001738,87,73,85,235,274,162
pg_13001742,0,0,0,0,1,6
pg_13001743,22,10,22,27,47,54
pg_13001750,0,0,0,0,0,0
pg_13001756,0,0,1,5,11,2
pg_13001758,0,0,0,0,0,0
pg_13001759,212,148,182,563,470,479
pg_13001760,0,0,0,0,0,0
pg_13001761,0,1,2,17,9,9
pg_13001762,325,273,325,319,325,450
pg_13001764,0,0,0,0,0,0
pg_13001767,49,26,40,1,6,4
pg_13001771,0,0,0,0,0,0
pg_13001772,188,162,144,287,224,209
pg_13001773,2,0,0,4,0,1
pg_13001775,1,0,0,0,0,2
pg_13001779,16840,20884,17151,2897,2587,6157
pg_13001782,47,45,62,46,31,67
pg_13001783,8,2,5,7,5,10
pg_13001784,15665,14347,11100,2679,1240,2960
pg_13001787,0,0,0,0,0,0
pg_13001788,25742,24257,18876,8714,4806,10575
pg_13001790,0,0,0,0,0,0
pg_13001791,0,0,0,0,0,0
pg_13001792,1,1,5,2,0,9
pg_13001793,0,0,0,0,0,0
pg_13001794,2,1,0,6,4,1
pg_13001795,1,1,3,2,1,3
pg_13001796,2,0,1,6,4,4
pg_13001797,13,21,29,48,19,34
pg_13001803,99,82,66,80,58,121
pg_13001804,1,1,3,0,1,1
pg_13001805,11,14,9,24,8,13
pg_13001806,1211,1129,1323,450,255,617
pg_13001807,167,234,174,35,12,39
pg_13001811,0,3,0,0,1,4
pg_13001813,5480,5867,7009,463,293,789
pg_13001814,5480,5867,7009,463,293,789
pg_13001815,0,0,68,0,1,2
pg_13001816,6,9,11,7,6,21
pg_13001817,21,13,14,37,20,33
pg_13001820,16630,18027,18361,841,401,1208
pg_13001821,372,321,314,372,412,450
pg_13001823,83,71,59,24,26,48
pg_13001825,0,1,0,17,2,3
pg_13001826,38,50,35,47,28,51
pg_13001828,1,0,1,4,0,0
pg_13001830,75,67,67,220,182,244
pg_13001833,6,7,3,11,10,8
pg_13001834,276,263,284,578,587,731
pg_13001835,123,140,144,252,317,289
pg_13001837,31,41,41,131,147,234
pg_13001838,36,42,54,83,85,52
pg_13001839,331,305,336,258,254,419
pg_13001840,115,81,139,1192,1412,639
pg_13001841,46,17,31,52,28,41
pg_13001842,2,1,4,45,58,23
pg_13001844,18,31,42,66,32,48
pg_13001846,0,0,3,1,0,5
pg_13001848,0,0,0,4,0,0
pg_13001849,166,175,227,138,111,163
pg_13001851,3,2,1,5,17,5
pg_13001852,0,0,0,0,0,3
pg_13001853,0,0,1,0,9,0
pg_13001855,110,122,92,163,143,239
pg_13001857,666,728,548,420,388,358
pg_13001858,0,0,0,0,0,0
pg_13001865,148,129,182,532,473,315
pg_13001866,0,0,1,0,0,0
pg_13001867,126,126,140,206,188,166
pg_13001868,125,100,132,268,241,285
pg_13001869,12,20,20,15,20,17
pg_13001870,22,25,12,31,32,42
pg_13001871,803,727,799,1094,1432,1060
pg_13001872,0,0,0,11,4,6
pg_13001873,616,536,599,333,420,417
pg_13001874,93,118,177,186,188,168
pg_13001875,548,465,537,930,748,881
pg_13001876,0,0,1,2,0,0
pg_13001877,0,1,0,0,0,3
pg_13001878,1,0,0,1,1,2
pg_13001879,0,1,3,7,0,1
pg_13001885,0,1,0,11,2,1
pg_13001895,0,0,0,0,0,0
pg_13001897,37,54,40,59,27,79
pg_13001898,72,39,64,33,50,64
pg_13001902,122,132,159,173,223,164
pg_13001903,0,0,0,0,0,0
pg_13001904,2,0,0,4,7,0
pg_13001905,0,0,4,2,7,1
pg_13001906,221,293,221,327,223,318
pg_13001907,3,0,4,0,3,3
pg_13001908,16,8,10,56,46,86
pg_13001909,82,40,54,16,32,37
pg_13001910,19,20,29,13,28,3
pg_13001911,62,41,34,20,34,37
pg_13001912,669,587,627,174,199,198
pg_13001913,494,431,438,338,331,402
pg_13001914,0,0,0,0,0,0
pg_13001915,97,59,115,59,46,74
pg_13001916,858,702,920,278,245,222
pg_13001917,0,0,0,4,3,3
pg_13001919,0,0,0,0,0,0
pg_13001920,119,143,170,102,180,152
pg_13001921,0,0,0,0,0,0
pg_13001922,15,14,10,14,28,22
pg_13001923,0,0,0,18,30,48
pg_13001924,84,135,104,82,88,131
pg_13001926,0,5,0,7,5,17
pg_13001928,28,26,31,40,34,41
pg_13001929,0,1,2,0,1,0
pg_13001930,0,0,0,7,16,6
pg_13001932,0,0,0,1,0,0
pg_13001940,5,4,4,0,0,0
pg_13001941,10,11,12,0,8,9
pg_13001942,146,148,138,1127,1348,1208
pg_13001943,0,0,0,125,89,96
pg_13001948,0,0,0,0,0,0
pg_13001949,8,0,4,0,0,0
pg_13001951,6,9,10,144,125,134
pg_13001952,406,401,545,702,647,908
pg_13001953,3,2,4,223,279,227
pg_13001954,80,51,78,96,54,120
pg_13001955,79,46,25,88,96,112
pg_13001957,0,1,0,0,0,0
pg_13001958,0,0,0,0,0,0
pg_13001960,28,36,43,210,248,119
pg_13001961,39,50,51,60,47,110
pg_13001962,366,306,320,367,486,459
pg_13001963,25,28,14,41,54,32
pg_13001964,279,398,303,255,259,248
pg_13001965,337,327,459,373,423,261
pg_13001966,61,93,45,10,19,26
pg_13001967,54,71,43,25,20,42
pg_13001968,15,23,21,51,51,38
pg_13001969,0,0,0,0,0,0
pg_13001970,0,0,0,0,0,0
pg_13001971,0,2,0,0,2,0
pg_13001972,69,64,68,26,27,11
pg_13001973,4,7,2,21,12,3
pg_13001974,52,55,23,11,7,6
pg_13001975,0,0,0,2,0,2
pg_13001976,3,7,5,61,40,35
pg_13001980,0,0,1,0,0,0
pg_13001981,113,51,96,139,106,192
pg_13001982,121,88,131,128,204,91
pg_13001983,0,0,0,0,0,0
pg_13001984,0,0,0,0,0,0
pg_13001987,0,2,0,0,0,0
pg_13001988,51,32,50,12,7,10
pg_13001989,0,0,0,0,0,0
pg_13001990,2,0,2,0,0,0
pg_13001993,0,3,1,60,59,55
pg_13001997,0,0,0,0,0,0
pg_13001998,0,0,0,0,0,0
pg_13001999,0,0,0,0,0,0
pg_13002000,1,4,0,22,31,27
pg_13002002,0,0,0,0,0,0
pg_13002003,194,130,134,10,13,12
pg_13002004,186,154,198,338,395,297
pg_13002005,0,0,0,0,0,0
pg_13002006,0,0,0,0,0,0
pg_13002007,218,178,220,290,267,270
pg_13002008,707,730,622,19,7,32
pg_13002009,80,89,106,78,104,93
pg_13002010,0,0,0,0,0,0
pg_13002012,56,38,39,108,86,141
pg_13002013,75,68,105,273,312,178
pg_13002014,0,0,3,0,0,0
pg_13002021,68,136,160,199,89,289
pg_13002022,547,522,442,2,1,2
pg_13002023,189,149,291,454,581,562
pg_13002025,0,0,0,0,0,3
pg_13002031,0,0,0,0,0,0
pg_13002032,6,0,2,7,15,26
pg_13002033,2,9,7,7,6,16
pg_13002035,0,0,2,1,17,6
pg_13002036,150,146,217,557,745,452
pg_13002039,0,0,0,0,0,0
pg_13002040,0,0,0,0,0,0
pg_13002042,0,0,0,0,0,0
pg_13002048,0,0,0,0,0,0
pg_13002049,139,70,46,28,4,0
pg_13002051,236,204,192,121,129,174
pg_13002052,3,8,5,1,4,7
pg_13002053,795,869,890,1213,1470,1237
pg_13002054,374,242,303,115,151,123
pg_13002055,5,2,12,8,2,3
pg_13002056,63,78,60,185,192,252
pg_13002057,15,70,24,19,160,90
pg_13002058,0,0,0,0,0,0
pg_13002062,14,28,33,56,90,34
pg_13002067,0,0,0,0,0,2
pg_13002070,62,25,63,80,80,77
pg_13002071,26,23,23,33,25,28
pg_13002072,12,6,10,18,23,5
pg_13002073,18,20,12,35,18,25
pg_13002074,1,2,1,6,14,39
pg_13002075,258,276,232,307,385,290
pg_13002085,149,162,150,363,351,346
pg_13002086,7,1,6,14,13,9
pg_13002087,9,23,23,13,8,19
pg_13002088,36,25,25,52,30,49
pg_13002089,71,68,55,108,117,200
pg_13002091,0,0,0,0,0,0
pg_13002092,0,1,0,6,0,0
pg_13002093,188,231,123,87,97,78
pg_13002094,8,9,10,89,108,118
pg_13002095,254,197,282,749,762,832
pg_13002096,84,65,35,367,504,673
pg_13002098,109,37,68,1,0,1
pg_13002101,0,0,0,0,0,0
pg_13002104,0,0,0,0,0,0
pg_13002110,124,102,86,223,188,408
pg_13002111,1,1,11,209,165,298
pg_13002112,5,12,13,21,27,38
pg_13002113,0,0,0,0,0,0
pg_13002116,236,229,258,395,384,370
pg_13002117,2,12,7,23,13,28
pg_13002125,224,224,343,613,706,820
pg_13002135,440,395,643,900,941,646
pg_13002136,34,29,41,34,22,45
pg_13002138,0,0,0,0,0,0
pg_13002141,117,76,214,28,14,26
pg_13002142,0,3,2,11,2,19
pg_13002145,3,0,1,2,0,4
pg_13002146,0,0,0,0,0,1
pg_13002151,0,3,0,3,1,4
pg_13002153,15,9,20,2,3,4
pg_13002154,0,0,0,0,0,0
pg_13002156,2183,1597,2416,567,404,515
pg_13002157,18,11,14,12,12,30
pg_13002158,57,78,47,55,24,54
pg_13002159,6,1,11,20,21,7
pg_13002160,0,2,2,7,5,3
pg_13002161,3,3,0,3,6,3
pg_13002165,0,0,0,0,0,0
pg_13002166,0,3,2,3,0,1
pg_13002167,27,55,25,43,45,72
pg_13002169,0,0,0,0,0,0
pg_13002171,0,0,0,0,0,0
pg_13002173,8,1,9,9,8,13
pg_13002183,11,20,12,0,0,0
pg_13002184,0,0,0,0,0,0
pg_13002201,0,0,0,0,0,0
pg_13002202,0,6,4,0,0,0
pg_13002210,0,0,0,0,2,2
pg_13002211,3,0,2,0,0,0
pg_13002212,0,0,0,0,0,0
pg_13002213,151,166,176,238,196,350
pg_13002221,144,140,241,204,122,187
pg_13002224,182,252,135,115,122,141
pg_13002225,125,96,124,100,134,119
pg_13002226,0,0,3,2,3,0
pg_13002227,115,122,139,2,0,0
pg_13002229,13344,10634,17784,1606,1530,1171
pg_13002230,10,7,18,4,13,19
pg_13002231,58,76,39,61,57,104
pg_13002236,3,9,8,16,20,17
pg_13002239,0,0,0,0,1,6
pg_13002240,0,0,0,0,6,2
pg_13002247,14,8,9,17,20,8
pg_13002248,0,0,0,0,2,0
pg_13002255,22,16,18,68,85,77
pg_13002256,223,238,154,285,338,262
pg_13002258,34,17,21,163,143,258
pg_13002259,566,590,685,616,631,803
pg_13002265,0,0,0,0,0,0
pg_13002266,0,0,0,0,0,0
pg_13002267,296,233,406,721,766,539
pg_13002268,58,67,48,57,77,86
pg_13002269,23,27,31,130,98,110
pg_13002271,42,37,46,29,29,42
pg_13002272,753,560,866,1102,1075,1146
pg_13002275,39,35,39,73,89,64
pg_13002276,49,64,51,53,40,86
pg_13002277,42,30,90,288,281,105
pg_13002278,48,48,34,32,22,28
pg_13002279,1,0,0,2,2,6
pg_13002280,0,0,0,0,0,0
pg_13002281,152,160,158,297,328,251
pg_13002282,133,108,83,56,77,74
pg_13002283,619,469,491,589,550,612
pg_13002284,2,5,2,3,2,10
pg_13002285,12,8,17,2,1,7
pg_13002288,0,0,0,4,7,3
pg_13002289,3,0,0,0,0,0
pg_13002293,321,297,381,237,293,220
pg_13002295,75,71,86,113,102,140
pg_13002301,0,8,2,0,3,0
pg_13002302,2,1,4,0,0,1
pg_13002303,1,0,2,3,4,0
pg_13002304,0,0,0,0,0,0
pg_13002305,7,2,4,26,7,3
pg_13002306,0,0,0,0,0,0
pg_13002311,0,4,0,2,0,0
pg_13002312,0,0,0,0,0,0
pg_13002316,0,0,0,0,0,0
pg_13002317,197,208,237,1147,1234,757
pg_13002318,54,34,35,36,37,53
pg_13002319,92,77,84,37,14,37
pg_13002320,228,206,272,472,584,462
pg_13002322,27,36,24,39,45,103
pg_13002323,0,0,0,0,0,0
pg_13002325,64,51,77,101,118,114
pg_13002326,11,11,12,64,87,101
pg_13002327,51,22,50,82,93,64
pg_13002328,228,231,238,237,253,382
pg_13002329,363,312,519,929,1123,709
pg_13002334,0,0,0,0,0,0
pg_13002335,698,553,696,176,196,215
pg_13002337,2,5,10,13,7,3
pg_13002338,0,0,0,0,0,0
pg_13002339,0,0,0,0,0,0
pg_13002341,0,0,0,0,2,0
pg_13002342,0,0,0,0,0,0
pg_13002343,0,0,0,0,33,16
pg_13002344,0,0,0,0,40,10
pg_13002345,0,0,0,0,0,0
pg_13002346,0,0,0,0,0,0
pg_13002347,0,0,0,0,33,16
pg_13002348,0,0,0,0,33,16
pg_13002350,0,0,0,0,25,5
pg_13002358,1,0,0,6,2,1
pg_13002360,0,0,0,0,0,0
pg_13002361,0,0,0,0,1,0
pg_13002362,26,25,29,23,27,31
pg_13002363,10,5,6,8,8,8
pg_13002364,0,7,0,0,0,0
pg_13002365,0,0,1,70,44,130
pg_13002366,0,0,0,0,0,0
pg_13002368,448,333,494,1909,1927,1455
pg_13002369,106,82,130,178,145,172
pg_13002375,0,0,0,0,0,0
pg_13002376,249,244,256,190,249,209
pg_13002377,0,0,0,0,0,0
pg_13002378,4,7,7,11,7,3
pg_13002379,7,4,12,0,0,5
pg_13002380,30,64,48,70,66,86
pg_13002381,180,158,244,476,520,393
pg_13002382,12,5,5,8,8,7
pg_13002383,11,14,14,22,21,25
pg_13002385,1,8,1,23,18,27
pg_13002386,184,166,122,179,150,151
pg_13002389,0,0,0,0,0,1
pg_13002390,0,3,7,12,7,1
pg_13002392,113,106,119,126,105,163
pg_13002393,45,33,30,9,4,19
pg_13002394,175,160,113,64,18,50
pg_13002395,1573,1206,1612,316,343,348
pg_13002403,62,77,66,1157,1584,1370
pg_13002410,131,79,97,287,261,392
pg_13002411,0,0,0,0,0,0
pg_13002413,0,0,0,0,0,0
pg_13002414,0,0,0,0,0,0
pg_13002417,0,0,0,0,0,0
pg_13002418,2,6,3,2,6,4
pg_13002425,150,183,201,335,353,446
pg_13002429,0,0,0,0,0,0
pg_13002431,0,1,0,0,1,0
pg_13002438,0,0,0,2,0,0
pg_13002443,0,0,0,0,0,0
pg_13002444,0,0,0,0,0,0
pg_13002446,0,0,0,0,0,0
pg_13002447,0,0,0,0,0,0
pg_13002448,1,0,0,2,0,0
pg_13002452,10,16,16,8,1,6
pg_13002454,0,3,0,0,5,1
pg_13002455,59,72,66,95,107,91
pg_13002456,8,8,12,12,20,9
pg_13002461,0,0,0,3,0,0
pg_13002465,0,0,0,0,0,0
pg_13002467,211,169,238,533,549,448
pg_13002473,0,0,0,0,0,0
pg_13002474,0,0,0,0,0,0
pg_13002487,0,0,0,0,2,0
pg_13002488,0,0,0,0,0,0
pg_13002489,0,0,0,0,0,0
pg_13002492,5,3,4,6,6,7
pg_13002494,19,20,20,202,270,394
pg_13002499,0,0,5,10,3,7
pg_13002501,4,0,4,0,2,0
pg_13002508,0,0,0,0,0,0
pg_13002518,959,775,941,74,75,29
pg_13002528,19,13,13,25,22,26
pg_13002529,0,0,1,4,0,0
pg_13002554,0,0,0,0,0,0
pg_13002556,11,12,16,0,0,0
pg_13002564,0,0,0,0,0,0
pg_13002567,19,16,18,20,9,33
pg_13002568,0,0,0,1,0,0
pg_13002571,1,1,0,114,119,144
pg_13002572,41,40,61,59,59,67
pg_13002573,0,0,0,0,0,0
pg_13002576,10,4,0,26,31,46
pg_13002581,110,137,128,652,964,762
pg_13002584,0,0,0,0,0,0
pg_13002590,0,0,0,0,0,0
pg_13002595,188,235,215,162,175,221
pg_13002597,0,0,0,3,0,0
pg_13002602,200,126,201,493,510,595
pg_13002603,216,197,253,132,98,123
pg_13002604,0,0,0,0,0,0
pg_13002606,0,0,0,0,0,1
pg_13002608,46,38,77,75,80,65
pg_13002609,0,2,0,0,0,0
pg_13002610,0,0,0,0,0,0
pg_13002615,0,0,0,0,0,0
pg_13002620,0,0,0,0,0,0
pg_13002622,2,0,5,0,3,0
pg_13002623,4,2,3,0,1,7
pg_13002626,15,15,38,99,90,59
pg_13002628,0,0,0,0,0,0
pg_13002638,107,82,101,59,72,89
pg_13002639,79,113,95,179,203,151
pg_13002641,0,0,0,0,2,0
pg_13002642,156,137,146,155,198,156
pg_13002645,271,297,301,484,441,527
pg_13002646,94,90,104,221,223,199
pg_13002647,44,42,35,63,89,52
pg_13002648,4,12,0,8,12,11
pg_13002649,11,4,11,8,16,22
pg_13002650,0,0,0,0,0,0
pg_13002651,0,0,0,0,0,0
pg_13002652,0,0,0,0,0,0
pg_13002654,646,627,581,1075,988,1122
pg_13002655,85,63,63,46,46,62
pg_13002656,2,2,0,0,0,0
pg_13002657,288,219,244,61,40,34
pg_13002660,0,0,0,0,1,0
pg_13002668,112,86,118,36,36,57
pg_13002669,50,70,60,88,57,74
pg_13002670,17,19,13,20,23,32
pg_13002671,0,0,0,0,2,0
pg_13002674,16,41,28,51,43,47
pg_13002675,0,0,0,0,0,0
pg_13002677,0,0,0,0,0,0
pg_13002679,48,60,28,50,38,102
pg_13002680,0,0,0,0,0,0
pg_13002683,1,3,0,0,0,0
pg_13002688,0,0,0,1,0,3
pg_13002689,3,4,5,10,18,24
pg_13002696,0,0,0,0,0,0
pg_13002701,0,0,0,0,0,0
pg_13002704,1,0,0,0,1,0
pg_13002705,0,0,0,0,0,0
pg_13002706,0,0,0,3,0,2
pg_13002713,77,115,102,80,76,135
pg_13002714,38,36,33,75,40,102
pg_13002715,81,82,69,83,58,146
pg_13002716,93,73,49,85,47,85
pg_13002718,0,0,0,0,0,0
pg_13002723,80,71,72,117,106,98
pg_13002725,3,2,0,1,6,4
pg_13002726,33,34,36,27,71,55
pg_13002762,0,5,0,0,1,0
pg_13002763,60,49,73,93,111,100
pg_13002767,0,3,3,4,10,2
pg_13002772,0,0,1,0,0,0
pg_13002797,10,11,6,485,456,445
pg_13002798,142,165,130,165,114,179
pg_13002799,0,0,0,0,0,0
pg_13002800,205,199,240,455,418,281
pg_13002804,5,11,4,3,3,5
pg_13002812,0,0,0,0,0,0
pg_13002815,0,0,0,0,0,0
pg_13002816,0,2,2,3,1,5
pg_13002817,0,0,0,0,0,0
pg_13002824,10,13,13,17,20,23
pg_13002827,15,7,12,19,22,18
pg_13002828,157,157,128,135,123,194
pg_13002829,15,15,21,30,25,26
pg_13002839,11,4,1,47,56,61
pg_13002840,259,256,291,548,409,768
pg_13002841,105,71,114,252,202,166
pg_13002848,0,0,0,0,0,0
pg_13002853,98,56,82,118,149,74
pg_13002865,47,41,36,94,79,130
pg_13002866,112,116,110,67,107,172
pg_13002867,84,62,58,159,134,149
pg_13002870,0,0,0,2,2,0
pg_13002872,0,2,0,0,0,0
pg_13002876,6,2,7,4,3,10
pg_13002881,30,22,6,19,9,4
pg_13002882,0,0,0,0,0,0
pg_13002883,41,52,60,75,89,65
pg_13002884,335,322,339,207,233,238
pg_13002888,0,0,0,0,0,0
pg_13002892,0,0,0,0,1,0
pg_13002894,82,104,76,227,228,272
pg_13002896,1,1,1,31,36,48
pg_13002897,87,64,49,5,1,5
pg_13002898,98,66,116,212,148,204
pg_13002905,13,17,26,176,160,214
pg_13002906,692,603,858,770,869,820
pg_13002907,3,0,1,0,0,0
pg_13002950,87,64,84,66,67,95
pg_13002951,0,0,0,0,0,0
pg_13002952,0,0,0,0,0,0
pg_13002953,1,2,0,109,226,92
pg_13002959,2,0,0,0,0,0
pg_13002961,28,31,14,29,43,18
pg_13002967,52,44,69,253,194,193
pg_13002970,0,0,0,0,0,0
pg_13002972,51,49,55,58,63,94
pg_13002974,0,0,2,0,1,0
pg_13002977,1,0,0,0,0,2
pg_13002978,239,228,271,57,82,90
pg_13002984,0,0,0,0,0,0
pg_13002985,0,0,0,0,0,0
pg_13002986,559,499,780,264,217,194
pg_13002987,204,208,185,323,409,424
pg_13002993,698,735,946,1121,1287,1284
pg_13003017,0,0,1,0,0,2
pg_13003023,3,3,3,3,3,3
pg_13003029,0,0,1,0,0,0
pg_13003048,0,0,0,0,0,0
pg_13003049,0,0,0,0,0,0
pg_13003058,0,0,1,1,0,0
pg_13003068,0,3,0,2,0,0
pg_13003070,0,0,0,0,0,0
pg_13003071,0,0,0,0,0,0
pg_13003074,18,14,12,5,5,13
pg_13003080,0,0,0,0,0,0
pg_13003093,1094,1153,1050,39,46,54
pg_13003103,1462,1436,1399,1670,1632,2516
pg_13003111,0,0,0,1,0,0
pg_13003118,51,60,53,38,47,32
pg_13003132,0,0,0,0,28,5
pg_13003134,0,0,0,0,0,0
pg_13003136,0,0,0,0,1,0
pg_13003138,0,0,8,5,5,2
pg_13003144,0,0,0,0,0,0
pg_13003145,480,454,534,742,558,542
pg_13003146,1,0,0,0,5,4
pg_13003147,1,3,0,0,1,0
pg_13003149,0,0,0,0,0,0
pg_13003152,10,6,3,6,4,11
pg_13003153,0,0,0,0,0,0
pg_13003154,0,0,0,0,0,0
pg_13003158,50,39,64,132,106,142
pg_13003159,53,37,27,62,72,75
pg_13003170,11,19,6,3,10,14
pg_13003171,1,2,1,2,2,2
pg_13003172,1,4,0,4,3,2
pg_13003173,3,4,3,57,16,69
pg_13003176,0,0,0,0,1,0
pg_13003178,0,0,0,0,0,0
pg_13003179,1,2,0,0,1,1
pg_13003181,0,0,0,0,0,0
pg_13003182,13943,15102,12686,55,12,26
pg_13003194,0,0,0,0,0,0
pg_13003195,0,0,0,1,0,0
pg_13003230,0,0,0,0,0,0
pg_13003231,37,58,60,130,100,55
pg_13003232,38,30,24,38,16,46
pg_13003238,0,0,0,0,0,0
pg_13003239,0,1,3,4,1,3
pg_13003245,4,18,10,6,18,14
pg_13003252,0,0,0,0,0,0
pg_13003253,0,0,1,0,0,0
pg_13003258,0,0,0,0,4,2
pg_13003259,0,0,2,0,4,0
pg_13003260,0,0,0,0,0,0
pg_13003262,0,0,0,0,0,0
pg_13003269,0,0,0,0,0,1
pg_13003270,28,26,23,24,35,39
pg_13003278,4,3,5,14,21,17
pg_13003279,131,132,125,172,169,274
pg_13003284,250,212,175,161,158,241
pg_13003285,0,0,0,0,3,0
pg_13003287,59,78,56,10,16,19
pg_13003290,955,922,1509,1655,2256,1373
pg_13003297,157,177,152,219,205,323
pg_13003298,0,0,0,0,0,0
pg_13003317,5,4,6,11,13,22
pg_13003335,52,54,61,86,91,47
pg_13003336,90,56,57,69,66,112
pg_13003350,0,0,1,0,0,0
pg_13003364,0,1,0,2,0,3
pg_13003379,0,0,0,0,0,0
pg_13003380,0,0,0,0,0,0
pg_13003382,46,32,37,38,55,54
pg_13003384,11,25,6,9,23,17
pg_13003385,0,1,0,1,0,1
pg_13003387,0,1,8,4,7,7
pg_13003389,0,0,0,1,0,0
pg_13003401,97,82,123,177,230,187
pg_13003408,0,0,0,0,0,0
pg_13003415,2,0,0,0,3,6
pg_13003420,92,119,109,129,133,171
pg_13003422,10,3,10,0,4,2
pg_13003430,0,0,0,0,0,0
pg_13003446,0,0,0,0,0,0
pg_13003461,1,6,0,5,0,2
pg_13003466,3,2,1,11,2,3
pg_13003468,3,0,1,0,0,4
pg_13003469,6,8,5,1,0,3
pg_13003475,0,0,0,1,2,4
pg_13003480,0,0,1,2,4,1
pg_13003481,0,1,1,2,2,0
pg_13003482,2,0,0,0,0,0
pg_13003494,23,27,24,18,14,40
pg_13003505,431,273,470,670,675,502
pg_13003506,66,60,81,1,0,0
pg_13003507,580,675,365,844,943,495
pg_13003517,0,0,0,0,0,0
pg_13003520,0,0,0,1,0,0
pg_13003521,0,0,0,0,0,0
pg_13003533,279,216,292,442,510,480
pg_13003535,0,0,0,0,0,0
pg_13003537,0,2,2,1,3,0
pg_13003538,0,3,0,0,0,0
pg_13003540,0,0,1,0,0,0
pg_13003541,0,0,0,0,0,0
pg_13003542,0,0,0,0,0,0
pg_13003550,1,1,4,0,1,0
pg_13003551,1,0,0,0,1,0
pg_13003570,20,0,10,14,13,13
pg_13003571,0,0,1,9,2,1
pg_13003574,161,207,161,49,48,92
pg_13003576,2,0,3,7,6,9
pg_13003590,0,0,0,0,0,0
pg_13003591,0,0,0,0,0,0
pg_13003599,0,0,0,0,0,0
pg_13003600,4,0,1,2,0,3
pg_13003602,0,0,0,0,0,0
pg_13003606,62,60,67,55,75,120
pg_13003612,0,0,0,2,1,0
pg_13003616,43,22,49,100,174,72
pg_13003617,0,0,0,0,0,0
pg_13003619,0,0,0,0,1,2
pg_13003620,192,162,261,678,684,543
pg_13003625,3,1,5,4,1,4
pg_13003630,5,1,0,2,0,0
pg_13003631,377,356,365,57,37,64
pg_13003633,52,48,109,148,130,114
pg_13003634,0,0,0,0,0,0
pg_13003646,0,0,0,0,0,0
pg_13003657,0,0,0,0,0,1
pg_13003672,431,445,599,683,667,491
pg_13003673,12,7,12,11,10,7
pg_13003674,8,4,0,2,2,2
pg_13003675,89,81,109,17,11,19
pg_13003690,0,0,0,0,0,0
pg_13003691,16,20,22,32,28,43
pg_13003698,0,0,0,0,0,0
pg_13003706,83,70,44,55,74,76
pg_13003707,36,30,34,29,31,52
pg_13003715,7,4,1,0,1,0
pg_13003720,1962,1738,1432,77,42,73
pg_13003725,3,0,1,0,2,5
pg_13003743,0,0,0,1,0,7
pg_13003746,0,0,0,0,0,0
pg_13003768,0,0,0,0,0,0
pg_13003769,0,0,0,0,0,0
pg_13003777,0,0,0,0,0,0
pg_13003778,0,0,0,0,3,2
pg_13003780,10,22,5,24,31,23
pg_13003781,7,4,3,18,16,7
pg_13003783,0,0,0,0,0,0
pg_13003784,295,220,293,523,606,484
pg_13003797,0,0,2,3,0,4
pg_13003806,19,13,8,9,12,20
pg_13003822,22,20,35,58,84,126
pg_13003823,0,0,0,0,0,0
pg_13003825,0,0,0,0,0,0
pg_13003826,0,1,1,1,1,1
